Ward_No,date,mean
29,7/11/2018,0.16716787
28,7/11/2018,0.128893487
27,7/11/2018,0.193461791
26,7/11/2018,0.193461791
25,7/11/2018,0.192031503
24,7/11/2018,0.135110961
30,7/11/2018,0.057203149
31,7/11/2018,-0.027345503
32,7/11/2018,-0.21127674
77,7/11/2018,0.146167454
76,7/11/2018,0.09687456
74,7/11/2018,0.030305283
72,7/11/2018,-0.040474895
68,7/11/2018,0.087572073
67,7/11/2018,0.025960943
69,7/11/2018,0.146716564
70,7/11/2018,0.073865732
71,7/11/2018,0.012799379
73,7/11/2018,-0.040474895
75,7/11/2018,0.132723496
34,7/11/2018,-0.19697227
36,7/11/2018,-0.032081694
33,7/11/2018,-0.296252495
35,7/11/2018,-0.159559346
15,7/11/2018,0.097044028
16,7/11/2018,-0.114150837
17,7/11/2018,-0.039828376
18,7/11/2018,-0.11587096
19,7/11/2018,-0.294071284
20,7/11/2018,-0.285593682
21,7/11/2018,-0.302843481
22,7/11/2018,-0.302448107
23,7/11/2018,-0.205856581
66,7/11/2018,-0.040474895
63,7/11/2018,-0.040474895
59,7/11/2018,-0.040474895
56,7/11/2018,-0.040474895
58,7/11/2018,-0.040474895
57,7/11/2018,-0.040474895
60,7/11/2018,-0.040474895
62,7/11/2018,-0.040474895
61,7/11/2018,-0.040474895
65,7/11/2018,-0.040474895
64,7/11/2018,-0.040474895
48,7/11/2018,-0.050679848
47,7/11/2018,-0.04096191
49,7/11/2018,-0.034378575
50,7/11/2018,-0.040474895
52,7/11/2018,-0.040474895
51,7/11/2018,-0.040474895
54,7/11/2018,-0.040474895
53,7/11/2018,-0.040474895
55,7/11/2018,-0.003154976
37,7/11/2018,-0.015258122
40,7/11/2018,0.096544076
38,7/11/2018,-0.163699687
39,7/11/2018,-0.135022974
41,7/11/2018,-0.087904874
42,7/11/2018,-0.228663027
43,7/11/2018,-0.289470993
45,7/11/2018,-0.069815656
46,7/11/2018,-0.051435338
44,7/11/2018,-0.044891321
11,7/11/2018,-0.357914641
12,7/11/2018,-0.307439205
13,7/11/2018,-0.302843481
14,7/11/2018,-0.265352451
1,7/11/2018,-0.315372627
2,7/11/2018,-0.427925736
3,7/11/2018,-0.408969959
4,7/11/2018,0.013521543
5,7/11/2018,-0.340361445
6,7/11/2018,-0.422898951
7,7/11/2018,-0.421627184
9,7/11/2018,-0.355200544
10,7/11/2018,-0.322306372
8,7/11/2018,-0.308581202
29,7/12/2018,-0.606807318
28,7/12/2018,-0.511046291
27,7/12/2018,-0.462075521
26,7/12/2018,-0.445640149
25,7/12/2018,-0.424923675
24,7/12/2018,-0.455049396
30,7/12/2018,-0.367172509
31,7/12/2018,-0.429962658
32,7/12/2018,-0.367946855
77,7/12/2018,-0.288091248
76,7/12/2018,-0.244540303
74,7/12/2018,-0.225775277
72,7/12/2018,-0.224160567
68,7/12/2018,-0.224160567
67,7/12/2018,-0.224160567
69,7/12/2018,-0.261024379
70,7/12/2018,-0.224160567
71,7/12/2018,-0.224160567
73,7/12/2018,-0.225405127
75,7/12/2018,-0.237145273
34,7/12/2018,-0.276293194
36,7/12/2018,-0.378403954
33,7/12/2018,-0.365912809
35,7/12/2018,-0.271177377
15,7/12/2018,-0.246815904
16,7/12/2018,-0.405615197
17,7/12/2018,-0.296954
18,7/12/2018,-0.35256273
19,7/12/2018,-0.429766158
20,7/12/2018,-0.429881722
21,7/12/2018,-0.429881722
22,7/12/2018,-0.439105566
23,7/12/2018,-0.451837624
66,7/12/2018,-0.228313098
63,7/12/2018,-0.238216884
59,7/12/2018,-0.224160567
56,7/12/2018,-0.224161116
58,7/12/2018,-0.224160567
57,7/12/2018,-0.224160567
60,7/12/2018,-0.224160567
62,7/12/2018,-0.224160567
61,7/12/2018,-0.224160567
65,7/12/2018,-0.224160567
64,7/12/2018,-0.224160567
48,7/12/2018,-0.25144456
47,7/12/2018,-0.261857876
49,7/12/2018,-0.214648575
50,7/12/2018,-0.237137707
52,7/12/2018,-0.224160567
51,7/12/2018,-0.226079783
54,7/12/2018,-0.224160709
53,7/12/2018,-0.224160567
55,7/12/2018,-0.232058335
37,7/12/2018,-0.429108163
40,7/12/2018,-0.454301996
38,7/12/2018,-0.307930343
39,7/12/2018,-0.320176161
41,7/12/2018,-0.454988616
42,7/12/2018,-0.454475627
43,7/12/2018,-0.446946537
45,7/12/2018,-0.355690801
46,7/12/2018,-0.269591018
44,7/12/2018,-0.27203186
11,7/12/2018,-0.555986793
12,7/12/2018,-0.566601158
13,7/12/2018,-0.464469161
14,7/12/2018,-0.602850773
1,7/12/2018,-0.543232826
2,7/12/2018,-0.578153603
3,7/12/2018,-0.578245461
4,7/12/2018,-0.478548919
5,7/12/2018,-0.449905006
6,7/12/2018,-0.497908191
7,7/12/2018,-0.461974522
9,7/12/2018,-0.430252022
10,7/12/2018,-0.489698617
8,7/12/2018,-0.429472141
29,7/13/2018,-0.841634546
28,7/13/2018,-0.830888093
27,7/13/2018,-0.547784792
26,7/13/2018,-0.815194016
25,7/13/2018,-0.64386441
24,7/13/2018,0.067593433
30,7/13/2018,-0.845570518
31,7/13/2018,-0.978593779
32,7/13/2018,-0.854237715
77,7/13/2018,-0.342474539
76,7/13/2018,-0.493464282
74,7/13/2018,-0.039377635
72,7/13/2018,-0.03823371
68,7/13/2018,0.008833865
67,7/13/2018,0.008833865
69,7/13/2018,0.006550281
70,7/13/2018,-0.011178852
71,7/13/2018,0.026024508
73,7/13/2018,-0.041773963
75,7/13/2018,-0.041104122
34,7/13/2018,-0.717400906
36,7/13/2018,-0.722515207
33,7/13/2018,-0.597067829
35,7/13/2018,-0.170410292
15,7/13/2018,0.004205939
16,7/13/2018,-0.043100435
17,7/13/2018,0.044887908
18,7/13/2018,0.304330538
19,7/13/2018,-0.100076962
20,7/13/2018,0.061341933
21,7/13/2018,0.059904148
22,7/13/2018,0.084985068
23,7/13/2018,-0.35192756
66,7/13/2018,0.01756606
63,7/13/2018,0.224146733
59,7/13/2018,0.224579957
56,7/13/2018,-0.044945454
58,7/13/2018,0.149961
57,7/13/2018,-0.035825061
60,7/13/2018,0.282202301
62,7/13/2018,0.200257492
61,7/13/2018,0.279555442
65,7/13/2018,0.008833865
64,7/13/2018,0.163137472
48,7/13/2018,-0.004278781
47,7/13/2018,0.165207102
49,7/13/2018,-0.540529881
50,7/13/2018,0.269676502
52,7/13/2018,0.290718353
51,7/13/2018,0.211473468
54,7/13/2018,-0.044653708
53,7/13/2018,-0.044508602
55,7/13/2018,-0.04911385
37,7/13/2018,-0.643687248
40,7/13/2018,-0.069002391
38,7/13/2018,-0.356695162
39,7/13/2018,0.377740668
41,7/13/2018,0.095587972
42,7/13/2018,0.085395776
43,7/13/2018,0.108455211
45,7/13/2018,0.369241748
46,7/13/2018,0.454513497
44,7/13/2018,0.431666549
11,7/13/2018,-0.563858782
12,7/13/2018,-0.519660305
13,7/13/2018,-0.484314517
14,7/13/2018,-0.818930197
1,7/13/2018,0.196128283
2,7/13/2018,-0.038220126
3,7/13/2018,0.05982186
4,7/13/2018,0.016744235
5,7/13/2018,-0.059905486
6,7/13/2018,-0.078324469
7,7/13/2018,-0.265638708
9,7/13/2018,-0.264610053
10,7/13/2018,-0.541572806
8,7/13/2018,-0.074176371
29,7/15/2018,-1.164545135
28,7/15/2018,-1.23281014
27,7/15/2018,-1.233092225
26,7/15/2018,-1.252608823
25,7/15/2018,-1.255403311
24,7/15/2018,-1.23281014
30,7/15/2018,-1.262701273
31,7/15/2018,-1.216163062
32,7/15/2018,-1.277173251
77,7/15/2018,-1.500448684
76,7/15/2018,-1.412884772
74,7/15/2018,-1.455462922
72,7/15/2018,-1.440771438
68,7/15/2018,-1.483677528
67,7/15/2018,-1.490032511
69,7/15/2018,-1.493681938
70,7/15/2018,-1.495436632
71,7/15/2018,-1.465001002
73,7/15/2018,-1.437466399
75,7/15/2018,-1.499379989
34,7/15/2018,-1.386503943
36,7/15/2018,-1.262701273
33,7/15/2018,-1.303925413
35,7/15/2018,-1.34831802
15,7/15/2018,-1.440889843
16,7/15/2018,-1.429888725
17,7/15/2018,-1.396742823
18,7/15/2018,-1.233919443
19,7/15/2018,-1.405549063
20,7/15/2018,-1.281092884
21,7/15/2018,-1.267594289
22,7/15/2018,-1.232858497
23,7/15/2018,-1.232811749
66,7/15/2018,-1.404347299
63,7/15/2018,-1.268564514
59,7/15/2018,-1.436542011
56,7/15/2018,-1.436657667
58,7/15/2018,-1.436657667
57,7/15/2018,-1.436657667
60,7/15/2018,-1.434098597
62,7/15/2018,-1.288436274
61,7/15/2018,-1.418180749
65,7/15/2018,-1.436392671
64,7/15/2018,-1.411924397
48,7/15/2018,-1.433042427
47,7/15/2018,-1.434118586
49,7/15/2018,-1.4274974
50,7/15/2018,-1.434688943
52,7/15/2018,-1.436657667
51,7/15/2018,-1.436657667
54,7/15/2018,-1.436657667
53,7/15/2018,-1.436657667
55,7/15/2018,-1.440077905
37,7/15/2018,-1.261575395
40,7/15/2018,-1.236617537
38,7/15/2018,-1.259351509
39,7/15/2018,-1.237660086
41,7/15/2018,-1.23281014
42,7/15/2018,-1.23281014
43,7/15/2018,-1.23281014
45,7/15/2018,-1.232834412
46,7/15/2018,-1.330486424
44,7/15/2018,-1.286794549
11,7/15/2018,-1.428286155
12,7/15/2018,-1.243445692
13,7/15/2018,-1.364890587
14,7/15/2018,-1.17805831
1,7/15/2018,-1.185552313
2,7/15/2018,-1.345650431
3,7/15/2018,-1.350281356
4,7/15/2018,-1.42539431
5,7/15/2018,-1.436873674
6,7/15/2018,-1.436873674
7,7/15/2018,-1.436873674
9,7/15/2018,-1.436873674
10,7/15/2018,-1.436873674
8,7/15/2018,-1.431900829
29,7/16/2018,-0.875995612
28,7/16/2018,-0.861854459
27,7/16/2018,-0.810572048
26,7/16/2018,-0.748371483
25,7/16/2018,-0.755992864
24,7/16/2018,-0.828928837
30,7/16/2018,-0.741934165
31,7/16/2018,-0.761347244
32,7/16/2018,-0.727357624
77,7/16/2018,-1.047766493
76,7/16/2018,-0.873270615
74,7/16/2018,-0.983027665
72,7/16/2018,-0.98288238
68,7/16/2018,-1.01016215
67,7/16/2018,-0.999219295
69,7/16/2018,-1.010826646
70,7/16/2018,-0.997639234
71,7/16/2018,-0.987126105
73,7/16/2018,-0.98288238
75,7/16/2018,-1.000538408
34,7/16/2018,-0.714968211
36,7/16/2018,-0.74047827
33,7/16/2018,-0.709063921
35,7/16/2018,-0.763884032
15,7/16/2018,-1.010930061
16,7/16/2018,-1.004877315
17,7/16/2018,-0.996407034
18,7/16/2018,-0.818810055
19,7/16/2018,-0.993455568
20,7/16/2018,-0.873950429
21,7/16/2018,-0.840070493
22,7/16/2018,-0.830689299
23,7/16/2018,-0.833423475
66,7/16/2018,-0.990642617
63,7/16/2018,-0.982891842
59,7/16/2018,-0.98288238
56,7/16/2018,-0.98288238
58,7/16/2018,-0.98288238
57,7/16/2018,-0.98288238
60,7/16/2018,-0.98288238
62,7/16/2018,-0.98288238
61,7/16/2018,-0.98288238
65,7/16/2018,-0.983113973
64,7/16/2018,-0.982993457
48,7/16/2018,-0.774696307
47,7/16/2018,-0.759083943
49,7/16/2018,-0.755425371
50,7/16/2018,-0.761899397
52,7/16/2018,-0.899169252
51,7/16/2018,-0.768157116
54,7/16/2018,-0.975642941
53,7/16/2018,-0.85577858
55,7/16/2018,-0.972191839
37,7/16/2018,-0.758618795
40,7/16/2018,-0.817124051
38,7/16/2018,-0.764124293
39,7/16/2018,-0.791038865
41,7/16/2018,-0.826780231
42,7/16/2018,-0.828809605
43,7/16/2018,-0.82344469
45,7/16/2018,-0.775760792
46,7/16/2018,-0.759797663
44,7/16/2018,-0.775623114
11,7/16/2018,-0.862655265
12,7/16/2018,-0.867033972
13,7/16/2018,-0.881312252
14,7/16/2018,-0.912058983
1,7/16/2018,-1.090886725
2,7/16/2018,-1.02486299
3,7/16/2018,-1.051340174
4,7/16/2018,-1.040325918
5,7/16/2018,-1.006349642
6,7/16/2018,-0.99549579
7,7/16/2018,-0.967720909
9,7/16/2018,-0.978571187
10,7/16/2018,-0.903109506
8,7/16/2018,-0.996174997
29,7/17/2018,-0.548997003
28,7/17/2018,-0.534375548
27,7/17/2018,-0.534434458
26,7/17/2018,-0.534430255
25,7/17/2018,-0.574612641
24,7/17/2018,-0.574070525
30,7/17/2018,-0.549860798
31,7/17/2018,-0.583927505
32,7/17/2018,-0.716730288
77,7/17/2018,-0.507578053
76,7/17/2018,-0.64623489
74,7/17/2018,-0.613574909
72,7/17/2018,-0.587209515
68,7/17/2018,-0.530248882
67,7/17/2018,-0.530179083
69,7/17/2018,-0.607062177
70,7/17/2018,-0.539420653
71,7/17/2018,-0.531041738
73,7/17/2018,-0.633697791
75,7/17/2018,-0.581464144
34,7/17/2018,-0.68629703
36,7/17/2018,-0.677087849
33,7/17/2018,-0.714754691
35,7/17/2018,-0.665926053
15,7/17/2018,-0.540794311
16,7/17/2018,-0.532515397
17,7/17/2018,-0.53020344
18,7/17/2018,-0.530985382
19,7/17/2018,-0.593123256
20,7/17/2018,-0.537940979
21,7/17/2018,-0.611490949
22,7/17/2018,-0.565647096
23,7/17/2018,-0.582750721
66,7/17/2018,-0.530179083
63,7/17/2018,-0.530179083
59,7/17/2018,-0.533912844
56,7/17/2018,-0.592736394
58,7/17/2018,-0.531297732
57,7/17/2018,-0.581007049
60,7/17/2018,-0.530179083
62,7/17/2018,-0.530179083
61,7/17/2018,-0.530179083
65,7/17/2018,-0.530179083
64,7/17/2018,-0.530179083
48,7/17/2018,-0.67078686
47,7/17/2018,-0.589285127
49,7/17/2018,-0.6764336
50,7/17/2018,-0.531348174
52,7/17/2018,-0.536311329
51,7/17/2018,-0.533512134
54,7/17/2018,-0.577022536
53,7/17/2018,-0.584079471
55,7/17/2018,-0.672764614
37,7/17/2018,-0.661352098
40,7/17/2018,-0.65636651
38,7/17/2018,-0.661352098
39,7/17/2018,-0.660523783
41,7/17/2018,-0.642098192
42,7/17/2018,-0.607591663
43,7/17/2018,-0.557253201
45,7/17/2018,-0.625972758
46,7/17/2018,-0.605846363
44,7/17/2018,-0.535516692
11,7/17/2018,-0.621238141
12,7/17/2018,-0.752257253
13,7/17/2018,-0.63249582
14,7/17/2018,-0.596417754
1,7/17/2018,-0.660517393
2,7/17/2018,-0.597229108
3,7/17/2018,-0.635462266
4,7/17/2018,-0.636293054
5,7/17/2018,-0.589260773
6,7/17/2018,-0.609998041
7,7/17/2018,-0.609078026
9,7/17/2018,-0.632018094
10,7/17/2018,-0.631792649
8,7/17/2018,-0.566352361
29,7/19/2018,-0.344088972
28,7/19/2018,-0.208658622
27,7/19/2018,-0.463190387
26,7/19/2018,-0.574481235
25,7/19/2018,-0.57400663
24,7/19/2018,-0.340504701
30,7/19/2018,-0.572504927
31,7/19/2018,-0.599913639
32,7/19/2018,-0.778281036
77,7/19/2018,-0.214961503
76,7/19/2018,-0.405281509
74,7/19/2018,-0.391544125
72,7/19/2018,-0.396817893
68,7/19/2018,-0.085954827
67,7/19/2018,-0.231260913
69,7/19/2018,-0.033708427
70,7/19/2018,-0.268625983
71,7/19/2018,-0.345887599
73,7/19/2018,-0.396817893
75,7/19/2018,-0.227333967
34,7/19/2018,-0.803815054
36,7/19/2018,-0.702669721
33,7/19/2018,-0.904384104
35,7/19/2018,-0.834366791
15,7/19/2018,-7.66E-04
16,7/19/2018,-0.145180757
17,7/19/2018,-0.226214863
18,7/19/2018,-0.257208174
19,7/19/2018,-0.185757057
20,7/19/2018,-0.216202413
21,7/19/2018,-0.197541016
22,7/19/2018,-0.198329843
23,7/19/2018,-0.199391764
66,7/19/2018,-0.241097875
63,7/19/2018,-0.26098413
59,7/19/2018,-0.38533037
56,7/19/2018,-0.396817893
58,7/19/2018,-0.396796684
57,7/19/2018,-0.396776079
60,7/19/2018,-0.282844026
62,7/19/2018,-0.26085785
61,7/19/2018,-0.27655917
65,7/19/2018,-0.297785704
64,7/19/2018,-0.289559445
48,7/19/2018,-0.613850989
47,7/19/2018,-0.374783815
49,7/19/2018,-0.489112702
50,7/19/2018,-0.357293352
52,7/19/2018,-0.396354432
51,7/19/2018,-0.381401676
54,7/19/2018,-0.396817857
53,7/19/2018,-0.396768808
55,7/19/2018,-0.402436032
37,7/19/2018,-0.726541557
40,7/19/2018,-0.627181834
38,7/19/2018,-0.826048195
39,7/19/2018,-0.684994829
41,7/19/2018,-0.236705273
42,7/19/2018,-0.207061281
43,7/19/2018,-0.226700065
45,7/19/2018,-0.288341197
46,7/19/2018,-0.356009399
44,7/19/2018,-0.261414628
11,7/19/2018,-0.125416212
12,7/19/2018,-0.187286936
13,7/19/2018,-0.206169387
14,7/19/2018,-0.232421207
1,7/19/2018,-0.081963245
2,7/19/2018,-0.065071964
3,7/19/2018,-0.002425953
4,7/19/2018,0.014378461
5,7/19/2018,9.58E-04
6,7/19/2018,-0.041296109
7,7/19/2018,-0.066115259
9,7/19/2018,-0.065941424
10,7/19/2018,-0.091254138
8,7/19/2018,-0.107594536
29,7/20/2018,-0.909264885
28,7/20/2018,-1.192435233
27,7/20/2018,-1.334313213
26,7/20/2018,-1.309099235
25,7/20/2018,-1.266841166
24,7/20/2018,-1.393815517
30,7/20/2018,-1.087021438
31,7/20/2018,-1.115909656
32,7/20/2018,-1.06895899
77,7/20/2018,-1.12684201
76,7/20/2018,-1.215519322
74,7/20/2018,-1.095043258
72,7/20/2018,-1.117295408
68,7/20/2018,-1.033749933
67,7/20/2018,-1.04680806
69,7/20/2018,-1.065674991
70,7/20/2018,-1.094258547
71,7/20/2018,-1.114014252
73,7/20/2018,-1.18734577
75,7/20/2018,-1.094258547
34,7/20/2018,-1.249632138
36,7/20/2018,-1.088173002
33,7/20/2018,-1.083118887
35,7/20/2018,-1.318857954
15,7/20/2018,-0.958933332
16,7/20/2018,-0.953712285
17,7/20/2018,-0.955446089
18,7/20/2018,-1.218735314
19,7/20/2018,-0.956653613
20,7/20/2018,-0.976795941
21,7/20/2018,-1.029944175
22,7/20/2018,-1.312665379
23,7/20/2018,-1.349141118
66,7/20/2018,-0.971813067
63,7/20/2018,-0.97357047
59,7/20/2018,-1.40714395
56,7/20/2018,-1.4344337
58,7/20/2018,-1.274293943
57,7/20/2018,-1.288914228
60,7/20/2018,-1.269512392
62,7/20/2018,-0.974129653
61,7/20/2018,-1.220105296
65,7/20/2018,-1.070609916
64,7/20/2018,-1.075983442
48,7/20/2018,-1.488758087
47,7/20/2018,-1.486433265
49,7/20/2018,-1.465914668
50,7/20/2018,-1.488209994
52,7/20/2018,-1.449003706
51,7/20/2018,-1.488758087
54,7/20/2018,-1.488438423
53,7/20/2018,-1.488646605
55,7/20/2018,-1.266644438
37,7/20/2018,-1.283208626
40,7/20/2018,-1.393697497
38,7/20/2018,-1.308898469
39,7/20/2018,-1.393830438
41,7/20/2018,-1.393815517
42,7/20/2018,-1.393815517
43,7/20/2018,-1.393815517
45,7/20/2018,-1.393815575
46,7/20/2018,-1.433887556
44,7/20/2018,-1.401781357
11,7/20/2018,-0.780420249
12,7/20/2018,-0.626800919
13,7/20/2018,-0.886102936
14,7/20/2018,-0.810216248
1,7/20/2018,-1.384020012
2,7/20/2018,-1.338574616
3,7/20/2018,-1.339861773
4,7/20/2018,-1.133509708
5,7/20/2018,-0.953712285
6,7/20/2018,-1.010125269
7,7/20/2018,-0.978228511
9,7/20/2018,-0.953712285
10,7/20/2018,-0.890709586
8,7/20/2018,-0.953712285
29,7/21/2018,-0.677128466
28,7/21/2018,-0.713586974
27,7/21/2018,-0.646609409
26,7/21/2018,-0.553044944
25,7/21/2018,-0.559051298
24,7/21/2018,-0.708348265
30,7/21/2018,-0.553026259
31,7/21/2018,-0.546634792
32,7/21/2018,-0.539869427
77,7/21/2018,-0.757197226
76,7/21/2018,-0.770512441
74,7/21/2018,-0.758932723
72,7/21/2018,-0.758949086
68,7/21/2018,-0.740011434
67,7/21/2018,-0.752824828
69,7/21/2018,-0.735367864
70,7/21/2018,-0.75157045
71,7/21/2018,-0.754315118
73,7/21/2018,-0.758949086
75,7/21/2018,-0.749884259
34,7/21/2018,-0.449552311
36,7/21/2018,-0.544007956
33,7/21/2018,-0.417074956
35,7/21/2018,-0.488071987
15,7/21/2018,-0.731912898
16,7/21/2018,-0.7404433
17,7/21/2018,-0.751553258
18,7/21/2018,-0.752392144
19,7/21/2018,-0.682411817
20,7/21/2018,-0.722517777
21,7/21/2018,-0.716119289
22,7/21/2018,-0.716151749
23,7/21/2018,-0.716119289
66,7/21/2018,-0.754480606
63,7/21/2018,-0.750260221
59,7/21/2018,-0.731150956
56,7/21/2018,-0.737402747
58,7/21/2018,-0.741480399
57,7/21/2018,-0.74284598
60,7/21/2018,-0.733690062
62,7/21/2018,-0.737263041
61,7/21/2018,-0.734327035
65,7/21/2018,-0.758942983
64,7/21/2018,-0.749335907
48,7/21/2018,-0.584927783
47,7/21/2018,-0.666799091
49,7/21/2018,-0.603413135
50,7/21/2018,-0.675046444
52,7/21/2018,-0.68616537
51,7/21/2018,-0.675046444
54,7/21/2018,-0.719204407
53,7/21/2018,-0.684616424
55,7/21/2018,-0.747403018
37,7/21/2018,-0.546989486
40,7/21/2018,-0.649899095
38,7/21/2018,-0.497514487
39,7/21/2018,-0.636701165
41,7/21/2018,-0.721067012
42,7/21/2018,-0.716119289
43,7/21/2018,-0.716840303
45,7/21/2018,-0.740397424
46,7/21/2018,-0.664692736
44,7/21/2018,-0.712458559
11,7/21/2018,-0.676683487
