ST_NM,date,aod
Punjab,1/1/2017,617.0111365
Punjab,4/1/2017,453.4476232
Punjab,7/1/2017,1250.967959
Punjab,10/1/2017,898.0518274
Punjab,1/1/2018,594.4293307
Punjab,4/1/2018,473.6138736
Punjab,7/1/2018,1172.476175
Punjab,10/1/2018,615.3952409
Punjab,1/1/2019,633.9311436
Punjab,4/1/2019,378.1455994
Punjab,7/1/2019,1534.296756
Punjab,10/1/2019,1018.15013
Rajasthan,4/1/2000,595.6242683
Rajasthan,7/1/2000,723.4131955
Rajasthan,10/1/2000,356.2579727
Rajasthan,1/1/2001,400.2741454
Rajasthan,4/1/2001,487.6535454
Rajasthan,7/1/2001,978.7467109
Rajasthan,10/1/2001,422.6359906
Rajasthan,1/1/2002,482.9766581
Rajasthan,4/1/2002,586.0936356
Rajasthan,7/1/2002,845.1429385
Rajasthan,10/1/2002,417.3474863
Rajasthan,1/1/2003,380.3708037
Rajasthan,4/1/2003,547.2007667
Rajasthan,7/1/2003,639.9264103
Rajasthan,10/1/2003,440.1130569
Rajasthan,1/1/2004,383.5016032
Rajasthan,4/1/2004,723.149777
Rajasthan,7/1/2004,893.3701134
Rajasthan,10/1/2004,569.3118471
Rajasthan,1/1/2005,430.404891
Rajasthan,4/1/2005,558.019717
Rajasthan,7/1/2005,788.2670846
Rajasthan,10/1/2005,447.9030077
Rajasthan,1/1/2006,390.6240169
Rajasthan,4/1/2006,631.31916
Rajasthan,7/1/2006,1054.528669
Rajasthan,10/1/2006,453.365701
Rajasthan,1/1/2007,473.6793865
Rajasthan,4/1/2007,507.3415839
Rajasthan,7/1/2007,729.1727746
Rajasthan,10/1/2007,454.2225012
Rajasthan,1/1/2008,501.0839265
Rajasthan,4/1/2008,554.2082653
Rajasthan,7/1/2008,986.0697005
Rajasthan,10/1/2008,437.1274612
Rajasthan,1/1/2009,557.2029125
Rajasthan,4/1/2009,516.7970471
Rajasthan,7/1/2009,595.2712084
Rajasthan,10/1/2009,464.3187477
Rajasthan,1/1/2010,429.4877669
Rajasthan,4/1/2010,601.9845322
Rajasthan,7/1/2010,826.8700078
Rajasthan,10/1/2010,490.1055448
Rajasthan,1/1/2011,447.5616072
Rajasthan,4/1/2011,566.3994939
Rajasthan,7/1/2011,1226.788973
Rajasthan,10/1/2011,472.879722
Rajasthan,1/1/2012,541.3662453
Rajasthan,4/1/2012,489.6994129
Rajasthan,7/1/2012,797.3789906
Rajasthan,10/1/2012,467.5076014
Rajasthan,1/1/2013,498.2709757
Rajasthan,4/1/2013,624.279975
Rajasthan,7/1/2013,945.980567
Rajasthan,10/1/2013,511.150569
Rajasthan,1/1/2014,600.2019582
Rajasthan,4/1/2014,490.6308778
Rajasthan,7/1/2014,764.7998376
Rajasthan,10/1/2014,527.1119408
Rajasthan,1/1/2015,490.5336792
Rajasthan,4/1/2015,682.802137
Rajasthan,7/1/2015,1085.043907
Rajasthan,10/1/2015,480.5853353
Rajasthan,1/1/2016,539.8841475
Rajasthan,4/1/2016,497.9581773
Rajasthan,7/1/2016,953.0403962
Rajasthan,10/1/2016,433.5170563
Rajasthan,1/1/2017,593.4163427
Rajasthan,4/1/2017,608.0397939
Rajasthan,7/1/2017,754.5481704
Rajasthan,10/1/2017,477.5303735
Rajasthan,1/1/2018,488.51966
Rajasthan,4/1/2018,561.4404441
Rajasthan,7/1/2018,1089.087431
Rajasthan,10/1/2018,497.4700961
Rajasthan,1/1/2019,555.2267997
Rajasthan,4/1/2019,472.234616
Rajasthan,7/1/2019,1003.076923
Rajasthan,10/1/2019,477.6416801
Sikkim,4/1/2000,408.8464984
Sikkim,7/1/2000,242.9564802
Sikkim,10/1/2000,111.1308954
Sikkim,1/1/2001,206.7947173
Sikkim,4/1/2001,332.3622587
Sikkim,7/1/2001,122.1440857
Sikkim,10/1/2001,100.4205136
Sikkim,1/1/2002,129.7795185
Sikkim,4/1/2002,222.3604363
Sikkim,7/1/2002,373.6262615
Sikkim,10/1/2002,171.2878757
Sikkim,1/1/2003,146.3607586
Sikkim,4/1/2003,258.4559597
Sikkim,7/1/2003,223.5696579
Sikkim,10/1/2003,177.716465
Sikkim,1/1/2004,146.7445391
Sikkim,4/1/2004,489.4503477
Sikkim,7/1/2004,330.7406076
Sikkim,10/1/2004,157.4630834
Sikkim,1/1/2005,203.1391219
Sikkim,4/1/2005,390.0309273
Sikkim,7/1/2005,291.664463
Sikkim,10/1/2005,166.7204748
Sikkim,1/1/2006,184.1276082
Sikkim,4/1/2006,277.3897808
Sikkim,7/1/2006,176.2374138
Sikkim,10/1/2006,148.0392772
Sikkim,1/1/2007,202.4180411
Sikkim,4/1/2007,282.4016352
Sikkim,7/1/2007,313.0631686
Sikkim,10/1/2007,202.2821286
Sikkim,1/1/2008,179.9291567
Sikkim,4/1/2008,334.7754489
Sikkim,7/1/2008,278.60746
Sikkim,10/1/2008,130.7898781
Sikkim,1/1/2009,252.9698015
Sikkim,4/1/2009,308.032352
Sikkim,7/1/2009,263.745845
Sikkim,10/1/2009,175.8386988
Sikkim,1/1/2010,156.2507141
Sikkim,4/1/2010,523.32461
Sikkim,7/1/2010,292.884295
Sikkim,10/1/2010,158.1157323
Sikkim,1/1/2011,173.9701404
Sikkim,4/1/2011,329.9650256
Sikkim,7/1/2011,230.3266287
Sikkim,10/1/2011,194.008782
Sikkim,1/1/2012,223.9282031
Sikkim,4/1/2012,338.1437742
Sikkim,7/1/2012,287.1996191
Sikkim,10/1/2012,159.2965403
Sikkim,1/1/2013,201.7578415
Sikkim,4/1/2013,452.4855591
Sikkim,7/1/2013,273.87283
Sikkim,10/1/2013,130.0608491
Sikkim,1/1/2014,200.556586
Sikkim,4/1/2014,418.9260506
Sikkim,7/1/2014,283.32506
Sikkim,10/1/2014,187.5573276
Sikkim,1/1/2015,147.6206595
Sikkim,4/1/2015,285.7433055
Sikkim,7/1/2015,167.7392551
Sikkim,10/1/2015,175.6243585
Sikkim,1/1/2016,205.7972787
Sikkim,4/1/2016,557.737295
Sikkim,7/1/2016,296.7164905
Sikkim,10/1/2016,123.7362596
Sikkim,1/1/2017,190.529797
Sikkim,4/1/2017,341.4618949
Sikkim,7/1/2017,158.5660943
Sikkim,10/1/2017,131.8180592
Sikkim,1/1/2018,191.7225643
Sikkim,4/1/2018,427.6921145
Sikkim,7/1/2018,280.0305525
Sikkim,10/1/2018,153.1322782
Sikkim,1/1/2019,186.7307142
Sikkim,4/1/2019,332.2748582
Sikkim,7/1/2019,300.4347627
Sikkim,10/1/2019,146.0269318
Tamil Nadu,4/1/2000,597.5484844
Tamil Nadu,7/1/2000,437.0543324
Tamil Nadu,10/1/2000,466.9989918
Tamil Nadu,1/1/2001,382.0076549
Tamil Nadu,4/1/2001,410.270141
Tamil Nadu,7/1/2001,437.4170062
Tamil Nadu,10/1/2001,433.3264684
Tamil Nadu,1/1/2002,368.6971827
Tamil Nadu,4/1/2002,470.0879856
Tamil Nadu,7/1/2002,436.8182525
Tamil Nadu,10/1/2002,422.1721016
Tamil Nadu,1/1/2003,386.8787271
Tamil Nadu,4/1/2003,468.9308141
Tamil Nadu,7/1/2003,366.2276991
Tamil Nadu,10/1/2003,385.343313
Tamil Nadu,1/1/2004,298.1080448
Tamil Nadu,4/1/2004,494.0304249
Tamil Nadu,7/1/2004,402.4917894
Tamil Nadu,10/1/2004,419.2943935
Tamil Nadu,1/1/2005,388.1473532
Tamil Nadu,4/1/2005,467.9715354
Tamil Nadu,7/1/2005,368.2565248
Tamil Nadu,10/1/2005,485.6176028
Tamil Nadu,1/1/2006,324.2382351
Tamil Nadu,4/1/2006,635.0354599
Tamil Nadu,7/1/2006,503.4680652
Tamil Nadu,10/1/2006,402.0094353
Tamil Nadu,1/1/2007,419.4055729
Tamil Nadu,4/1/2007,515.6836917
Tamil Nadu,7/1/2007,469.6855761
Tamil Nadu,10/1/2007,515.6809952
Tamil Nadu,1/1/2008,385.5506053
Tamil Nadu,4/1/2008,529.8768292
Tamil Nadu,7/1/2008,458.8035066
Tamil Nadu,10/1/2008,441.1041834
Tamil Nadu,1/1/2009,379.6380159
Tamil Nadu,4/1/2009,567.9151437
Tamil Nadu,7/1/2009,494.9157036
Tamil Nadu,10/1/2009,530.9021995
Tamil Nadu,1/1/2010,464.3916231
Tamil Nadu,4/1/2010,537.5756019
Tamil Nadu,7/1/2010,391.3524063
Tamil Nadu,10/1/2010,398.8556482
Tamil Nadu,1/1/2011,380.448959
Tamil Nadu,4/1/2011,683.6462461
Tamil Nadu,7/1/2011,537.0123268
Tamil Nadu,10/1/2011,651.2330451
Tamil Nadu,1/1/2012,327.1694383
Tamil Nadu,4/1/2012,490.4004843
Tamil Nadu,7/1/2012,408.4415835
Tamil Nadu,10/1/2012,397.2602392
Tamil Nadu,1/1/2013,429.7736225
Tamil Nadu,4/1/2013,636.5416668
Tamil Nadu,7/1/2013,470.1241794
Tamil Nadu,10/1/2013,425.3844422
Tamil Nadu,1/1/2014,428.0213507
Tamil Nadu,4/1/2014,636.3673331
Tamil Nadu,7/1/2014,426.0632205
Tamil Nadu,10/1/2014,638.6279362
Tamil Nadu,1/1/2015,472.3793758
Tamil Nadu,4/1/2015,496.2280872
Tamil Nadu,7/1/2015,464.4098969
Tamil Nadu,10/1/2015,430.3107568
Tamil Nadu,1/1/2016,495.8053295
Tamil Nadu,4/1/2016,584.8436847
Tamil Nadu,7/1/2016,444.647714
Tamil Nadu,10/1/2016,595.601802
Tamil Nadu,1/1/2017,489.9965844
Tamil Nadu,4/1/2017,803.2880934
Tamil Nadu,7/1/2017,453.0294663
Tamil Nadu,10/1/2017,546.3371613
Tamil Nadu,1/1/2018,721.6667917
Tamil Nadu,4/1/2018,667.3073301
Tamil Nadu,7/1/2018,498.8613734
Tamil Nadu,10/1/2018,674.2779589
Tamil Nadu,1/1/2019,469.4498118
Tamil Nadu,4/1/2019,525.183912
Tamil Nadu,7/1/2019,442.025115
Tamil Nadu,10/1/2019,460.1797052
Tripura,4/1/2000,349.4412293
Tripura,7/1/2000,332.5343438
Tripura,10/1/2000,303.6157492
Tripura,1/1/2001,485.3171487
Tripura,4/1/2001,474.0882931
Tripura,7/1/2001,264.8208448
Tripura,10/1/2001,127.2285442
Tripura,1/1/2002,450.0838705
Tripura,4/1/2002,491.2901968
Tripura,7/1/2002,774.9528146
Tripura,10/1/2002,248.3429872
Tripura,1/1/2003,461.728105
Tripura,4/1/2003,473.5624705
Tripura,7/1/2003,235.2383547
Tripura,10/1/2003,238.4142741
Tripura,1/1/2004,415.536421
Tripura,4/1/2004,509.5371533
Tripura,7/1/2004,396.5097585
Tripura,10/1/2004,247.6279125
Tripura,1/1/2005,483.6178096
Tripura,4/1/2005,560.1765547
Tripura,7/1/2005,279.9498334
Tripura,10/1/2005,243.1219318
Tripura,1/1/2006,495.8246889
Tripura,4/1/2006,409.8476405
Tripura,7/1/2006,218.1846555
Tripura,10/1/2006,249.2272726
Tripura,1/1/2007,744.6498215
Tripura,4/1/2007,539.814359
Tripura,7/1/2007,376.631879
Tripura,10/1/2007,169.4203977
Tripura,1/1/2008,600.5090643
Tripura,4/1/2008,479.083903
Tripura,7/1/2008,315.7206225
Tripura,10/1/2008,168.0585544
Tripura,1/1/2009,590.0154078
Tripura,4/1/2009,598.8940906
Tripura,7/1/2009,233.1034028
Tripura,10/1/2009,269.6271465
Tripura,1/1/2010,340.3039358
Tripura,4/1/2010,595.5648781
Tripura,7/1/2010,400.9488274
Tripura,10/1/2010,254.7981789
Tripura,1/1/2011,746.6852174
Tripura,4/1/2011,663.8575109
Tripura,7/1/2011,615.999307
Tripura,10/1/2011,416.2134329
Tripura,1/1/2012,637.6045571
Tripura,4/1/2012,528.8798063
Tripura,7/1/2012,393.3885558
Tripura,10/1/2012,261.4101559
Tripura,1/1/2013,600.5137009
Tripura,4/1/2013,574.3469291
Tripura,7/1/2013,364.8802816
Tripura,10/1/2013,407.9851068
Tripura,1/1/2014,511.2552976
Tripura,4/1/2014,717.7374037
Tripura,7/1/2014,411.5617296
Tripura,10/1/2014,301.9811526
Tripura,1/1/2015,506.8430788
Tripura,4/1/2015,750.6729992
Tripura,7/1/2015,455.7921692
Tripura,10/1/2015,468.9763774
Tripura,1/1/2016,862.4729272
Tripura,4/1/2016,991.7713619
Tripura,7/1/2016,440.1198843
Tripura,10/1/2016,188.2576838
Tripura,1/1/2017,454.3150002
Tripura,4/1/2017,705.9817197
Tripura,7/1/2017,342.4657781
Tripura,10/1/2017,445.8843569
Tripura,1/1/2018,843.76314
Tripura,4/1/2018,755.1043448
Tripura,7/1/2018,418.149505
Tripura,10/1/2018,639.6931712
Tripura,1/1/2019,408.4233056
Tripura,4/1/2019,774.4754971
Tripura,7/1/2019,383.3471412
Tripura,10/1/2019,398.477307
Uttar Pradesh,4/1/2000,512.4091885
Uttar Pradesh,7/1/2000,724.4606384
Uttar Pradesh,10/1/2000,593.740665
Uttar Pradesh,1/1/2001,620.4405958
Uttar Pradesh,4/1/2001,419.3303665
Uttar Pradesh,7/1/2001,484.4005659
Uttar Pradesh,10/1/2001,763.8945421
Uttar Pradesh,1/1/2002,646.367063
Uttar Pradesh,4/1/2002,491.2836991
Uttar Pradesh,7/1/2002,1285.110174
Uttar Pradesh,10/1/2002,612.3037689
Uttar Pradesh,1/1/2003,754.1561924
Uttar Pradesh,4/1/2003,476.6894478
Uttar Pradesh,7/1/2003,642.3763892
Uttar Pradesh,10/1/2003,576.7599117
Uttar Pradesh,1/1/2004,734.5332498
Uttar Pradesh,4/1/2004,668.5500433
Uttar Pradesh,7/1/2004,1010.345058
Uttar Pradesh,10/1/2004,717.7157035
Uttar Pradesh,1/1/2005,636.5167018
Uttar Pradesh,4/1/2005,549.2462001
Uttar Pradesh,7/1/2005,582.4357961
Uttar Pradesh,10/1/2005,710.1006497
Uttar Pradesh,1/1/2006,572.6145623
Uttar Pradesh,4/1/2006,600.0398221
Uttar Pradesh,7/1/2006,470.2576055
Uttar Pradesh,10/1/2006,659.3618856
Uttar Pradesh,1/1/2007,764.9166079
Uttar Pradesh,4/1/2007,589.2129302
Uttar Pradesh,7/1/2007,673.5738018
Uttar Pradesh,10/1/2007,660.990916
Uttar Pradesh,1/1/2008,702.8830607
Uttar Pradesh,4/1/2008,411.2688885
Uttar Pradesh,7/1/2008,635.4544049
Uttar Pradesh,10/1/2008,810.5231847
Uttar Pradesh,1/1/2009,723.7294558
Uttar Pradesh,4/1/2009,478.8849083
Uttar Pradesh,7/1/2009,741.0742603
Uttar Pradesh,10/1/2009,565.6700067
Uttar Pradesh,1/1/2010,796.3140735
Uttar Pradesh,4/1/2010,536.827655
Uttar Pradesh,7/1/2010,769.7541348
Uttar Pradesh,10/1/2010,660.2668904
Uttar Pradesh,1/1/2011,802.2506007
Uttar Pradesh,4/1/2011,554.6522923
Uttar Pradesh,7/1/2011,1394.866422
Uttar Pradesh,10/1/2011,868.633117
Uttar Pradesh,1/1/2012,745.2753584
Uttar Pradesh,4/1/2012,440.7422717
Uttar Pradesh,7/1/2012,781.1412973
Uttar Pradesh,10/1/2012,699.1382536
Uttar Pradesh,1/1/2013,965.0258908
Uttar Pradesh,4/1/2013,500.3718019
Uttar Pradesh,7/1/2013,749.3888235
Uttar Pradesh,10/1/2013,980.6507066
Uttar Pradesh,1/1/2014,965.9494029
Uttar Pradesh,4/1/2014,398.3534765
Uttar Pradesh,7/1/2014,960.1084467
Uttar Pradesh,10/1/2014,837.8742833
Uttar Pradesh,1/1/2015,813.6886267
Uttar Pradesh,4/1/2015,554.469967
Uttar Pradesh,7/1/2015,860.9306851
Uttar Pradesh,10/1/2015,683.2344471
Uttar Pradesh,1/1/2016,1012.435201
Uttar Pradesh,4/1/2016,513.0817103
Uttar Pradesh,7/1/2016,868.2893314
Uttar Pradesh,10/1/2016,785.8841267
Uttar Pradesh,1/1/2017,802.295038
Uttar Pradesh,4/1/2017,579.9426906
Uttar Pradesh,7/1/2017,546.1382498
Uttar Pradesh,10/1/2017,799.9828244
Uttar Pradesh,1/1/2018,850.2430125
Uttar Pradesh,4/1/2018,597.6414403
Uttar Pradesh,7/1/2018,874.1858587
Uttar Pradesh,10/1/2018,560.6158203
Uttar Pradesh,1/1/2019,871.0384359
Uttar Pradesh,4/1/2019,482.3737051
Uttar Pradesh,7/1/2019,1532.065093
Uttar Pradesh,10/1/2019,972.017992
Uttarakhand,4/1/2000,295.6366356
Uttarakhand,7/1/2000,385.4688805
Uttarakhand,10/1/2000,230.9971592
Uttarakhand,1/1/2001,200.0085962
Uttarakhand,4/1/2001,326.0221262
Uttarakhand,7/1/2001,259.853208
Uttarakhand,10/1/2001,360.0116025
Uttarakhand,1/1/2002,213.1464158
Uttarakhand,4/1/2002,425.0534299
Uttarakhand,7/1/2002,578.0755148
Uttarakhand,10/1/2002,227.6549827
Uttarakhand,1/1/2003,261.3866003
Uttarakhand,4/1/2003,341.6680931
Uttarakhand,7/1/2003,356.3074565
Uttarakhand,10/1/2003,157.3214177
Uttarakhand,1/1/2004,251.5872368
Uttarakhand,4/1/2004,555.0111499
Uttarakhand,7/1/2004,421.7520239
Uttarakhand,10/1/2004,229.0562905
Uttarakhand,1/1/2005,201.5265091
Uttarakhand,4/1/2005,418.5800357
Uttarakhand,7/1/2005,312.1203639
Uttarakhand,10/1/2005,269.9086277
Uttarakhand,1/1/2006,196.7263931
Uttarakhand,4/1/2006,354.8482486
Uttarakhand,7/1/2006,226.6360168
Uttarakhand,10/1/2006,269.6264118
Uttarakhand,1/1/2007,284.5611127
Uttarakhand,4/1/2007,359.1234526
Uttarakhand,7/1/2007,376.6579382
Uttarakhand,10/1/2007,195.5949494
Uttarakhand,1/1/2008,262.0203292
Uttarakhand,4/1/2008,461.7044727
Uttarakhand,7/1/2008,286.8112876
Uttarakhand,10/1/2008,264.7869883
Uttarakhand,1/1/2009,270.06886
Uttarakhand,4/1/2009,600.153749
Uttarakhand,7/1/2009,351.7282613
Uttarakhand,10/1/2009,156.4237279
Uttarakhand,1/1/2010,214.0136944
Uttarakhand,4/1/2010,460.7141562
Uttarakhand,7/1/2010,416.1656818
Uttarakhand,10/1/2010,210.4602664
Uttarakhand,1/1/2011,237.326133
Uttarakhand,4/1/2011,404.788475
Uttarakhand,7/1/2011,544.3748175
Uttarakhand,10/1/2011,273.4167218
Uttarakhand,1/1/2012,245.9665381
Uttarakhand,4/1/2012,339.9355186
Uttarakhand,7/1/2012,412.9683532
Uttarakhand,10/1/2012,195.4405561
Uttarakhand,1/1/2013,237.1964989
Uttarakhand,4/1/2013,309.8786126
Uttarakhand,7/1/2013,361.6139757
Uttarakhand,10/1/2013,329.9561487
Uttarakhand,1/1/2014,236.2154369
Uttarakhand,4/1/2014,291.4002317
Uttarakhand,7/1/2014,497.2354541
Uttarakhand,10/1/2014,323.3746852
Uttarakhand,1/1/2015,213.6360727
Uttarakhand,4/1/2015,319.8456907
Uttarakhand,7/1/2015,384.5951829
Uttarakhand,10/1/2015,272.5441176
Uttarakhand,1/1/2016,375.2034572
Uttarakhand,4/1/2016,920.7036219
Uttarakhand,7/1/2016,394.0777718
Uttarakhand,10/1/2016,298.687729
Uttarakhand,1/1/2017,281.0712995
Uttarakhand,4/1/2017,370.8580332
Uttarakhand,7/1/2017,291.2347055
Uttarakhand,10/1/2017,302.3547033
Uttarakhand,1/1/2018,340.4555633
Uttarakhand,4/1/2018,416.3817026
Uttarakhand,7/1/2018,392.766961
Uttarakhand,10/1/2018,213.3525609
Uttarakhand,1/1/2019,261.8637736
Uttarakhand,4/1/2019,310.6609513
Uttarakhand,7/1/2019,495.0131381
Uttarakhand,10/1/2019,345.7528654
West Bengal,4/1/2000,564.877139
West Bengal,7/1/2000,424.9203672
West Bengal,10/1/2000,536.5828424
West Bengal,1/1/2001,715.0083277
West Bengal,4/1/2001,484.8482743
West Bengal,7/1/2001,652.2912822
West Bengal,10/1/2001,318.1349549
West Bengal,1/1/2002,680.1673773
West Bengal,4/1/2002,592.9804869
West Bengal,7/1/2002,1067.213045
West Bengal,10/1/2002,485.4056545
West Bengal,1/1/2003,698.2002553
West Bengal,4/1/2003,591.1337586
West Bengal,7/1/2003,459.9506692
West Bengal,10/1/2003,519.0112444
West Bengal,1/1/2004,743.465252
West Bengal,4/1/2004,612.3193939
West Bengal,7/1/2004,941.0408181
West Bengal,10/1/2004,448.3017303
West Bengal,1/1/2005,798.7595483
West Bengal,4/1/2005,618.107491
West Bengal,7/1/2005,560.2160045
West Bengal,10/1/2005,459.9182499
West Bengal,1/1/2006,699.8964317
West Bengal,4/1/2006,622.7661552
West Bengal,7/1/2006,586.4555894
West Bengal,10/1/2006,537.7891107
West Bengal,1/1/2007,859.2156766
West Bengal,4/1/2007,596.409686
West Bengal,7/1/2007,630.240761
West Bengal,10/1/2007,534.0025967
West Bengal,1/1/2008,788.3219354
West Bengal,4/1/2008,586.6560097
West Bengal,7/1/2008,725.1449398
West Bengal,10/1/2008,417.3962208
West Bengal,1/1/2009,1026.336881
West Bengal,4/1/2009,571.913374
West Bengal,7/1/2009,585.3671461
West Bengal,10/1/2009,520.6185111
West Bengal,1/1/2010,675.1544245
West Bengal,4/1/2010,686.612343
West Bengal,7/1/2010,472.6735343
West Bengal,10/1/2010,498.8261883
West Bengal,1/1/2011,980.2345093
West Bengal,4/1/2011,687.9094361
West Bengal,7/1/2011,714.0384045
West Bengal,10/1/2011,770.7713338
West Bengal,1/1/2012,942.088996
West Bengal,4/1/2012,636.7747892
West Bengal,7/1/2012,685.7803717
West Bengal,10/1/2012,502.403668
West Bengal,1/1/2013,1080.40333
West Bengal,4/1/2013,699.1408383
West Bengal,7/1/2013,541.0321237
West Bengal,10/1/2013,678.3144366
West Bengal,1/1/2014,904.1876712
West Bengal,4/1/2014,719.627828
West Bengal,7/1/2014,967.5830735
West Bengal,10/1/2014,584.5479283
West Bengal,1/1/2015,775.9558141
West Bengal,4/1/2015,783.5868304
West Bengal,7/1/2015,1031.381491
West Bengal,10/1/2015,716.5447075
West Bengal,1/1/2016,1227.847417
West Bengal,4/1/2016,685.7734659
West Bengal,7/1/2016,777.1832276
West Bengal,10/1/2016,489.4083433
West Bengal,1/1/2017,838.5993947
West Bengal,4/1/2017,756.6793439
West Bengal,7/1/2017,653.6400535
West Bengal,10/1/2017,702.657311
West Bengal,1/1/2018,977.5902602
West Bengal,4/1/2018,787.8207468
West Bengal,7/1/2018,706.0433737
West Bengal,10/1/2018,655.5866116
West Bengal,1/1/2019,856.0903483
West Bengal,4/1/2019,751.7262001
West Bengal,7/1/2019,837.3403809
West Bengal,10/1/2019,758.5957126
